Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2017,9,4-Sep-17,20900,381,40,299,186,4140,4665,25946,180,5993,4369,108,10650,3064,0,0,3064,8720,743,11703,12232,0.4,53,21806,44,75.6
2017,9,5-Sep-17,21300,379,39,299,180,3920,4438,26117,184,5988,4374,107,10654,3008,0,0,3008,8720,549,12117,12455,0.4,52,22197,44,75.51
2017,9,6-Sep-17,21500,366,39,296,167,3670,4172,26038,196,5993,4345,109,10643,2961,0,0,2961,8890,494,12147,12433,0.4,52,22368,44,75.43
2017,9,7-Sep-17,21700,351,39,291,184,3660,4174,26225,176,5989,4329,106,10601,2913,0,0,2913,8990,669,12245,12711,0.39,52,22565,44,75.33
2017,9,8-Sep-17,21800,349,39,270,203,3700,4212,26361,188,5997,4369,99,10653,2876,0,0,2876,9000,690,12344,12832,0.39,51,22661,43,75.24
2017,9,9-Sep-17,22100,324,39,186,202,3730,4157,26581,178,5496,4367,92,10132,2878,0,0,2878,9050,1204,12568,13571,0.37,49,22851,41,75.12
2017,9,10-Sep-17,22400,303,39,111,192,3820,4162,26865,167,5426,4363,95,10050,2831,0,0,2831,9170,1441,12740,13983,0.36,48,23045,39,74.98
2017,9,11-Sep-17,22500,328,38,96,192,3820,4146,26974,166,5590,4291,102,10149,2783,0,0,2783,9280,1469,12769,14042,0.37,48,23154,39,74.85
2017,9,12-Sep-17,22100,326,38,138,192,3740,4108,26534,167,5413,4275,102,9957,2733,0,0,2733,9160,1535,12501,13844,0.36,48,22794,39,74.74
2017,9,13-Sep-17,21700,339,38,139,195,3610,3982,26021,166,5011,4289,102,9569,2680,0,0,2680,9040,1711,12249,13772,0.36,47,22411,39,74.63
2017,9,14-Sep-17,22200,342,38,146,188,3620,3992,26534,168,5009,3939,112,9227,2628,0,0,2628,8900,1956,12906,14678,0.34,45,22914,36,74.49
2017,9,15-Sep-17,22300,319,38,137,186,3500,3861,26480,163,4505,4276,107,9051,2579,0,0,2579,8880,2013,13017,14850,0.33,44,22980,35,74.35
2017,9,16-Sep-17,22000,328,38,142,191,3420,3791,26119,166,4505,4275,104,9050,2580,0,0,2580,8960,2024,12646,14489,0.34,45,22699,36,74.23
2017,9,17-Sep-17,21900,327,38,145,164,3350,3697,25924,166,4493,4274,105,9038,2531,0,0,2531,8690,1704,12828,14355,0.34,45,22574,36,74.13
2017,9,18-Sep-17,21600,327,38,192,157,3270,3657,25584,147,4490,4268,101,9005,2471,0,0,2471,6160,-795,15075,14107,0.34,45,22314,37,74.04
2017,9,19-Sep-17,21500,343,38,188,160,3060,3446,25289,166,4492,3506,85,8249,2433,0,0,2433,4345,-2039,16817,14607,0.32,42,22229,34,73.94
2017,9,20-Sep-17,21200,331,38,185,162,2900,3285,24816,167,4489,3508,93,8256,2416,0,0,2416,4164,-2378,16690,14143,0.32,43,21916,35,73.86
2017,9,21-Sep-17,20700,315,38,190,169,2730,3127,24142,166,4498,3516,105,8285,2365,0,0,2365,4359,-2337,15994,13492,0.33,44,21412,37,73.81
2017,9,22-Sep-17,20900,309,36,181,178,2620,3015,24224,165,4496,3508,104,8273,2307,0,0,2307,6780,23,13783,13644,0.33,44,21604,37,73.77
2017,9,23-Sep-17,20900,312,35,190,173,2560,2958,24170,165,4497,3502,100,8265,2325,0,0,2325,8590,1772,11971,13581,0.33,44,21610,37,73.72
2017,9,24-Sep-17,20600,306,35,176,185,2380,2776,23682,165,4496,3498,98,8257,2279,0,0,2279,8290,1327,11978,13146,0.34,44,21302,38,73.7
2017,9,25-Sep-17,20500,327,35,238,192,2280,2745,23572,150,4993,3497,74,8713,2239,0,0,2239,5990,-1434,14210,12620,0.36,46,21292,41,73.71
2017,9,26-Sep-17,20400,335,34,810,192,2100,3137,23872,118,5989,3510,31,9647,2232,0,0,2232,4099,-3863,16011,11992,0.4,50,21772,45,73.75
2017,9,27-Sep-17,20400,332,34,1384,206,2020,3644,24376,150,7199,3511,68,10927,2181,0,0,2181,3882,-4820,16239,11267,0.44,54,22356,50,73.83
2017,9,28-Sep-17,20400,347,34,1538,197,1990,3758,24505,166,7166,4358,80,11769,2198,0,0,2198,4228,-5211,15903,10538,0.47,57,22515,53,73.95
2017,9,29-Sep-17,20500,335,33,1000,175,2020,3228,24063,166,6664,4365,93,11288,2136,0,0,2136,6620,-2829,13617,10639,0.46,56,22043,52,74.05
2017,9,30-Sep-17,20400,302,33,500,158,2100,2791,23493,166,6364,4373,97,11000,2136,0,0,2136,8010,-1588,12094,10357,0.46,56,21393,52,74.17

monthly totals, acre-ft
Mo,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV
OCT,715339,9529,6481,17869,4283,75804,104438,829305,8484,177526,234387,3670,424066,113879,176867,0,-62988,343398,64712,399106,468227,31,2787,761376,2491
NOV,895934,6706,11714,20670,2021,68259,102664,1005304,5991,289543,158857,2847,457239,102696,70474,0,32222,312489,-63030,581129,515843,26,2929,937045,2715
DEC,2454942,133027,63080,50239,1805,65395,180520,2768489,5844,300774,217688,2050,526356,127800,60017,0,67783,380786,-9109,2188205,2174351,17,2025,2703094,1913
JAN,4150413,3630518,321116,244143,109782,820677,1495718,9276649,10250,478848,231895,1014,722007,74268,370670,0,-296402,602978,1569351,7260945,8851045,6,463,8789687,116
FEB,4560000,8244028,431643,246948,180302,1608595,2467488,15271516,11810,403811,221172,944,637737,48789,354643,0,-305855,652520,2681076,12237147,14939633,3,174,14779738,-54
MAR,4105587,1502471,130532,280187,51289,1825983,2287991,7896050,5100,57208,226205,222,288735,80244,118214,0,-37971,597016,2620954,5021674,7645285,2,204,7623263,-13
APR,4006810,907755,140390,240889,2960,1400132,1784371,6698936,13196,81718,234750,411,330075,111192,109121,0,2071,582235,2035185,4331751,6366790,3,288,6367991,0
MAY,2972628,113679,61258,232996,8803,1179372,1482429,4568735,11077,253474,149049,2944,416544,146769,455,0,146314,446333,1417113,2599006,4005877,5,769,4090739,137
JUN,1557025,41736,20741,85216,10824,834446,951228,2549988,9533,396562,260891,3265,670251,219589,13185,0,206404,308262,455076,1232706,1673334,16,2142,1968840,952
JUL,922314,35480,5134,69773,14816,491028,580750,1538545,10808,405479,261041,3357,680685,264426,0,0,264426,391140,119329,492615,593434,27,3815,1085065,2804
AUG,1228562,26878,2747,23740,13566,288893,328945,1584385,11708,439009,267724,5895,724336,230665,0,0,230665,510208,-35115,680645,629384,27,3714,1295493,3171
SEP,1265455,20220,2226,20489,11016,191306,225038,1510712,9973,328413,241670,5789,585845,155077,0,0,155077,448735,-12872,793518,769790,22,2919,1319406,2481
