,cri,mas,gfz,csr,jpl,grace_median,gldas_sm,tc_sm,gldas_swe,fldas_swe,res_ts,swe,sm,grace,t,ts_savgol
2013-11-30,-44.66094035628637,-37.603954653943916,-40.08542513051472,-43.027862659445,-50.82502963253969,-43.027862659445,29.667235065267022,5.395937182506366,0.1476024805921302,0.1843658632967149,18.9010087536,0.16598417194442255,17.531586123886694,-43.73777901071084,-43.73777901071084,-21.879158283082823
2013-12-31,-48.20369008491448,-40.328732179441054,-43.96350843095932,-33.65753981038482,-39.61853607569516,-39.61853607569516,33.7865423291975,5.548745883550421,0.30103361304856624,0.5098674783095644,18.616697781,0.4054505456790653,19.667644106373963,-41.70974945931708,-41.70974945931708,-24.922941513410276
2014-01-31,,,-33.60467195112458,-38.36292193685968,-39.754463566494856,-38.36292193685968,36.071796338280265,6.215609705242304,0.28227903463736054,0.3073037621412853,18.30142769388,0.2947913983893229,21.143703021761283,-39.413051617837255,-39.413051617837255,-27.838301217696465
2014-02-28,,,,,,,42.35589656785781,18.11260363383025,0.38149260206566554,1.6306620429130325,19.58816689332,1.0060773224893491,30.23425010084403,,-28.796563981428523,-30.120912586133258
2014-03-31,-66.47010499254836,-54.18657594884867,-7.637321034365674,-11.001688194254246,-6.673147250295992,-7.637321034365674,58.35052386213416,18.326604051509012,0.24473143397495947,1.447087479556856,22.18677621372,0.8459094567659078,38.33856395682159,-18.180076345019792,-18.180076345019792,-32.30595428610028
2014-04-30,-40.28231140952226,-33.44111312703233,-13.387850332537763,-5.508369665249569,-16.622776022477886,-13.387850332537763,55.12585812990772,15.592420728715952,0.15634567132106497,0.8486850167877814,23.800274133,0.5025153440544232,35.35913942931184,-11.678529611596526,-11.678529611596526,-34.215789964836645
2014-05-31,-40.32388124902861,-33.45142783910738,-29.300538405337928,-20.46183668616831,-21.698772063690896,-21.698772063690896,47.368342256483295,10.972764059600616,0.014949710940972059,0.04657511836183757,23.30128090032,0.030762414651404814,29.170553158041955,-14.539439630337993,-14.539439630337993,-31.54509069702119
2014-06-30,,,-32.608399738042806,-23.312983793595333,-17.735004750613047,-23.312983793595333,35.81146548826032,7.66114117078237,0.00348741012658361,0.0001199182702713943,20.91633745248,0.0018036641984275023,21.736303329521345,-13.464831766781748,-13.464831766781748,-30.457202081285498
2014-07-31,-59.41414520951934,-49.754898434656035,,,,,30.358312485570057,5.903088385235627,0.0022401228956468655,0.0,18.02877310728,0.0011200614478234327,18.130700435402844,,-25.413281348464416,-30.774276001504273
2014-08-31,-68.0413562229271,-57.1947386286939,-41.28082770700327,-41.40339433322724,-51.756410361870074,-41.40339433322724,27.36532759650286,4.890514065879441,0.002409211318736575,0.0,15.9898047642,0.0012046056593682875,16.12792083119115,-37.36173093014709,-37.36173093014709,-30.661473425924743
2014-09-30,-75.94060063872112,-64.08367334446342,-47.244487570473446,-47.334102519139726,-53.42867453408922,-47.334102519139726,25.411934824389505,4.278703810184935,0.007702719152555203,4.578445223334268e-05,14.94738218184,0.003874251802394273,14.84531931728722,-45.01174806901882,-45.01174806901882,-30.48513783249004
2014-10-31,-72.44276214165151,-61.28973319003387,-60.2835630706998,-48.086692233773185,-44.429617964706146,-48.086692233773185,29.165408923155926,4.464525158260655,0.016431540104517153,0.0014659326608883816,13.96478461296,0.008948736382702768,16.81496704070829,-49.07881687289456,-49.07881687289456,-30.89937100951012
2014-11-30,,,-53.815840070467594,-45.87896224932906,-52.5773739316744,-52.5773739316744,35.273936827449134,7.2635639490580095,0.19352674562432143,0.5075575630410378,13.90828382808,0.35054215433267966,21.268750388253572,-57.31624991228966,-57.31624991228966,-32.435198592995846
2014-12-31,,,,,,,60.324893839073276,30.169327611127763,0.6270404218853682,1.846832868869536,17.91017647224,1.236936645377452,45.24711072510052,,-43.10663440983329,-34.45905252145617
2015-01-31,-65.06212530957586,-53.153632904456856,-31.816392337106738,-15.078093995369835,-25.65836741591997,-25.65836741591997,67.44321626442908,27.89807454860991,0.4241024457834992,1.47536618968735,19.01249560992,0.9497343177354246,47.6706454065195,-28.897018907376918,-28.897018907376918,-36.92148811356803
2015-02-28,-33.60424621808302,-26.97757125330499,-2.2697483748034624,-16.863983288837172,-19.23060680389346,-16.863983288837172,65.22302732492527,28.306108917740723,0.16006856575747377,0.6149538604868232,22.17436987188,0.3875112131221485,46.764568121333,-18.557557160997398,-18.557557160997398,-39.93572276190744
2015-03-31,-47.38917904512932,-39.45503656402801,-12.48038903071134,-8.925255709011134,-5.990666382436844,-8.925255709011134,67.62287086773661,22.52447625724627,0.06108114502049454,0.20568013738284746,22.74258230172,0.133380641201671,45.073673562491436,-7.548443008089093,-7.548443008089093,-43.09443192413765
