,runoff,soil_moisture,swe,prism,chirps,persiann,trmm,daymet,modis,gmet_eto,gmet_etr,fldas,terraclimate,p_mean,et_mean,q_out1,q_out2,res_s,c2v_s
2009-06-30,0.31328715132285495,7.965290114624253,0.015282166613176053,3.747156506762578,2.4927916425132475,3.7726244794220714,3.577291482837843,4.184595670295912,6.680147301079242,27.211418998531663,34.94559775366993,6.838763218699469,6.515363663267239,3.397466027883935,16.43825818704951,1.87780554672,0.0,24.67041903072,5618.725311784449
2009-07-31,0.011636605570509806,5.5124298075376945,0.0,0.16175625113581066,0.39356642285971594,0.330310661351159,0.3557747699495121,0.07462026853254118,4.112692952298115,34.74303364464304,46.109656502990745,5.963817634488908,2.5917374772416757,0.31035202632404946,18.704187642332496,1.08571773036,0.0,21.45173808084,5616.417558403147
2009-08-31,0.015166793398713727,4.363083626412876,0.0,0.510905589304509,0.7305255095455523,0.6565646166763603,0.5925813832076072,0.46321249983806967,3.5823736878963466,30.594244624972966,41.66354808846793,3.3639963171825222,1.5503076546672443,0.6226442746835072,16.1508940746374,1.37386605924,0.0,19.026774374400002,5613.816518182827
2009-09-30,0.0,3.6548162644702877,0.0,0.4164324066090274,1.0443834499146094,1.0690955534425666,1.1222157798993524,0.45703670502667787,3.0488642662239385,24.487036217901398,34.71537186259913,1.8920896916907153,1.1386735098807717,0.913031797466389,13.05640710965919,0.9534097316399999,0.005724977356800001,17.750112706560003,5611.502196181335
2009-10-31,0.5036548141096158,4.2560983649099295,0.05428275530154314,12.113216888763542,7.9405287568259935,9.600837911714036,9.382566205560376,12.059193219615324,2.9042144755752157,13.961224205939958,20.11363797529225,2.0473148929387643,7.952819076660606,9.759287440715987,9.395842125281359,1.48137987648,0.17952941813759998,17.3387939988,5611.510827122014
2009-11-30,0.2018305626071843,4.346941788859935,0.22262560692851288,3.980966359956842,5.199524791472261,5.598139711719082,6.18356102932071,4.507417590048726,2.679744642869208,8.291616685663287,12.523604062469484,2.1648198327464527,2.916977971801952,5.2405479731172235,5.715352639110077,1.20452035656,0.16213429463040002,16.85080340772,5611.503709588244
2009-12-31,0.6279238749525333,10.840370351901917,1.7701284164969386,16.165073524657874,14.029400000813233,12.69306431140599,13.320745211293087,16.277441565458385,2.175307663151988,4.729344983795711,7.105678684298063,2.0358531259853216,2.970511247453164,14.052070762042547,3.80333914093685,0.88497749472,0.09392632722432,17.53445723076,5612.065448057094
2010-01-31,7.396033914394104,21.225919291542183,4.098838143521498,27.672850937319478,24.259136001345354,20.79300326323898,21.61624107521909,27.940678176134842,2.5598819477889507,4.923011723673612,7.013473336963935,3.1738910067722657,4.292009488220562,23.585307819280725,4.392453500683865,0.8089346862000001,0.07129064752127999,20.51328799464,5613.6068085040715
2010-02-28,5.465908099630181,22.37685115820434,6.310714783429323,16.844789027727526,16.529856867260065,14.335960297172132,16.559548096685283,17.482082681405615,3.833423217221873,6.527897422746226,8.636393156000207,4.027962280506887,5.001254761310971,16.067538572211255,5.605386167557233,0.6933637776,0.054502273751040005,23.216468049,5615.103403600572
2010-03-31,2.474777172630588,20.858397192925665,6.062430593054991,9.90330525886026,10.632541222318189,9.168189526330192,9.207043344067223,10.875055961096285,5.351836274667519,12.734902376778686,16.984102978915722,6.9686475199936515,7.239659607121117,9.727769837893966,9.855829751495339,0.84293679588,0.057514003292160006,26.041375310640003,5615.903325746814
2010-04-30,6.560172357941209,20.631648511979122,4.472736121473142,18.003077118739313,15.328541647038456,13.909050177769146,13.938871200274136,18.486402223785692,5.060531645558464,14.80656151286371,18.86349361700288,8.171180335794709,10.561266624662995,15.294885035955263,11.492606747176552,2.27402029188,0.09718271391744,28.762035010079998,5616.687266788165
2010-05-31,2.7088710553318904,16.08680703771066,2.0183259980827177,6.48219874963503,4.422129525009027,4.865731776500845,4.601429685067527,6.235521129899342,6.991917604278917,21.481333097846463,27.56933255471516,8.341413135376692,9.535846476611267,5.092872434053107,14.783968573765701,2.2516930704,0.118536390144,30.043224783000003,5616.163581981505
2010-06-30,1.7958503484797497,10.310213055875916,0.45102523027288255,1.0061250957356977,1.174921993634973,1.3281159936875786,0.9100531852956114,1.0624348408239377,7.586354682748688,28.970369137257496,37.63295084908786,8.9281257428611,7.743520889125145,1.1048040670884651,18.17226426021606,1.6146536900400001,0.1609354745856,31.756297842240006,5615.226619746098
2010-07-31,0.0263766928243451,6.677566893929815,0.01747640845253884,0.16358643130460787,0.43229888570863595,1.0458810288717442,0.25462455006427187,0.07081081057824541,5.744007970579076,33.34777904862459,43.34857144834412,7.581964712658314,3.8207523002833823,0.474097723987315,18.768615096097896,1.7736702312,0.2133899679744,28.465438576679997,5613.80606170593
2010-08-31,0.007057533891764706,5.105576477713669,0.0,0.3041779646867191,0.6431054518466881,0.682545829060872,0.47243551591575944,0.32434854896989296,4.670875422855328,29.45014308235264,39.552213965488974,4.350958443441278,1.845428056491671,0.5255661903775096,15.973923794125977,1.6743775581600002,0.2365590002688,25.07745386244,5612.342266988366
2010-09-30,0.05086689488815686,4.187397275068537,0.00020669819293373196,0.6816231778104015,1.2263521723436357,1.0386275710417614,0.832419860194811,0.7833211899740993,4.00079063385068,22.637065907185246,31.522868421344903,2.6170358831500997,1.6920377095935,0.9447556953476524,12.493959711024885,1.6960855726800002,0.2263567970304,23.18603933088,5610.720157085117
2010-10-31,0.5817239165690979,5.354080548157642,0.047397655825942936,14.802315380049908,11.40561309715853,10.93435598707855,10.73454954224232,15.000706682445077,2.862624449562905,13.351245017411802,18.909256808323033,2.236601652054149,8.6025565855222,11.969208501632327,9.192456902574817,1.4419405869600002,0.19376846438400006,22.97555830368,5611.067418496196
2010-11-30,0.9865704287653648,10.202315399920138,1.4782536830668844,14.093754357697778,14.18291559783674,12.304080249316574,11.879980482548827,15.305015860580891,2.9532354610665914,7.357675861109296,10.882759955435537,2.8282921137506842,5.879751177563759,13.115182671849979,5.980342913785173,1.33482024984,0.18288122112,23.41970361468,5611.762300458064
2010-12-31,9.847598279684016,22.118488569221526,5.246050721159136,39.676803396667445,33.47816201887408,28.248166010961356,27.90538354024213,40.70814355495598,2.4094685138811487,4.787330333005966,7.042160093989009,2.6948950420233455,4.692489375150882,32.32712874168625,4.32526867161007,1.26857497296,0.14527497028607997,27.027854641079998,5614.494492949214
2011-01-31,1.9804054423311062,22.341428892408977,9.549300831165748,6.997797635027162,8.593415759089966,8.381833978563913,8.98417348208419,7.026798754148375,3.079648668247543,5.922492144687652,8.694190260432798,3.706422519171478,3.4218616190100586,8.239305213691308,4.964923042309906,1.01175210216,0.12956308798464,28.01656410336,5616.499620076719
2011-02-28,4.1577774158546825,23.130893530752505,8.538633611940034,17.12145280377446,13.7786639882787,13.321140629749268,13.997836116609871,16.906007936459112,3.905285569047291,7.447060815300719,10.612423936107442,4.580384940527039,5.001822232284864,14.554773384603074,6.309395498653471,1.02446558052,0.15790172590079998,29.29830647532,5618.248989948958
2011-03-31,14.372639616843294,24.36408033911547,11.328617072419819,34.57753955945401,29.864858061774544,23.92066108447272,23.372846807987123,33.505407795129,5.747646463274364,10.437601017529644,13.764793137953868,5.932932485270538,8.488865911584327,27.933976378422095,8.874367803122547,3.9110123047199994,0.14544867686399998,31.38363886464,5620.940823027172
2011-04-30,3.331450117079844,19.666649330790804,9.131399207361921,5.293257952405655,5.657109784203073,4.888811244692641,4.761809762519445,5.587786201624889,5.13109801240536,15.424180498701086,19.68053643207283,8.80764360377068,8.545193209056878,5.1502471859552035,11.517730351201367,3.1373292434400004,0.1530575142912,32.525846278559996,5622.222433052856
2011-05-31,2.7319946654619605,15.351061580983515,4.22791161917299,8.603587616107697,5.6668177202067325,5.6022364602238826,5.88934855232791,9.25772279977138,7.069730692411233,21.31477135655909,27.205324719765855,9.07149719301317,9.742491018806613,6.440497587216555,14.880762996111192,1.9747435064400003,0.16529037189120002,33.78286724436,5622.521576670638
2011-06-30,2.3200203007718905,10.858246225922812,1.718501295252326,7.2524025718077825,2.6595281376704367,4.763448519054943,5.289674778231569,7.131516397896086,7.698913674873273,25.21355765163939,31.619699522254624,9.584252379110973,8.34189238472664,4.991263501691183,16.491663122520983,7.867976673360001,0.18522992977920005,36.31849754292,5622.519780820922
2011-07-31,0.07154527055309803,6.959772151987904,0.18110890799140056,0.36450613081185984,0.40067087094415493,0.5771504890007595,0.4662392927030531,0.2181238188726214,6.923105327382287,30.437205534811575,38.34481707400405,8.337170706607006,4.286433035359172,0.4521416958649569,17.665746335632818,6.32055751116,0.2174757424128,35.03706847488,5621.440480720355
2011-08-31,0.0023273211141019608,5.269167189285548,0.026480601172356566,0.18027784901482866,0.4689072080407983,0.23265045192758102,0.24438458783437988,0.05737954171323903,4.904940991315727,29.022480985494344,38.15893593537904,5.481063142259531,1.720482466140963,0.28155502420439693,15.857580704117922,3.6417793916400005,0.21855223388160006,31.5913840332,5620.286581771727
2011-09-30,0.007758123911529412,4.301297458681976,0.0,0.699263653032707,1.6107795484109173,1.0325535079530885,0.7297905611566924,0.7151642528006358,3.9615042397051488,23.533411651122144,32.50189329054115,3.3692652671279153,1.3990594543885049,1.0180968176383514,12.953026780576971,3.3409743244800003,0.217622536704,29.259768859679998,5618.928979799736
2011-10-31,0.3737160087712627,4.057224141292726,0.05860806592733391,8.024550207069,5.890852895794448,6.076613892616785,6.325787742984035,7.6364658540500745,2.8875149148232278,12.920984820315876,17.896050982403246,3.0156430515104042,6.570044240986756,6.579451184616067,8.658047602007901,1.8934596413999998,0.16169391175679998,28.288891817759996,5619.244990024249
2011-11-30,0.4160414371599059,6.032659406219947,0.5326316649452346,6.174337574592337,8.493247344533396,8.271268988293668,8.598119348315592,7.112473849498134,2.8640912356002644,7.20817676232692,10.69869497146553,2.3741643823074225,4.979842529272772,7.884243313933748,5.624993976194582,1.43362323132,0.1676880119808,27.680877455279997,5619.6977164596165
2011-12-31,0.04858044860938039,5.794008985045033,0.5415984030608314,0.7052844413997325,2.343814730950179,3.251678998195336,4.184612517370068,0.7735522075028738,1.8735683498164706,6.640459628660167,10.531529445979736,1.9354921733634542,1.1257849508864004,2.621347671978829,4.421366909741246,1.62459430536,0.15635549270016,27.2937855282,5620.206731144458
2012-01-31,0.9463874458041726,12.128479540077027,1.169989547152674,15.381122910347203,14.115638780079134,12.925221810237185,15.133132716458272,15.626302519087618,2.266322285626629,7.011680712734598,10.769115483860354,2.569915156201947,3.995340510044963,14.388779054280448,5.322474829693698,1.4366193542399999,0.14701448263679998,27.423764716679997,5620.977089598879
2012-02-29,0.7706025197407373,12.716330869513037,1.8565783282204895,4.863861256102064,6.466814097042728,6.877790331285348,7.149709512592581,5.874549794696113,3.231828784894996,9.074897877615658,13.04935764327953,4.268117814128104,3.6978447139474575,6.339543799255679,6.664409366773148,0.99941236824,0.08004448041984001,26.920324788600002,5621.201400430184
2012-03-31,3.9743846915092087,16.062280823507226,1.9311170633388675,23.332883414638466,20.37990067895098,16.80260235394029,16.66064673057382,23.48988307084652,4.549026923295524,11.81026749750801,16.040818570387394,5.5426743587207845,7.973286869509623,19.294008294525888,9.183214843884267,1.13658151164,0.09749098192896001,29.83407221376,5621.760268976366
2012-04-30,4.135515806390713,15.921016207214231,1.6489630503199175,14.435748681611077,12.085610302208396,8.662362320274157,10.188862646666006,13.318886662873314,6.876296965134055,17.923536475253233,23.24077705631236,8.239835170140827,10.964501404278463,11.343145987689908,13.448989414223789,1.18339207764,0.15978558597120002,33.13346099352,5621.773204189731
2012-05-31,0.6870976933486432,10.78625157508156,0.20143431998903788,1.1105696166196755,1.8082894420662796,1.2545766487267807,1.389345446583501,1.1719674342042654,5.098604983777482,28.505777785255702,37.75991885573141,8.439303489982986,7.407755054741385,1.3906952884990593,17.442272033897794,0.9732514909200001,0.23425922304,32.67267973775999,5619.898173819718
2012-06-30,0.2825420303058823,7.053622338644328,0.014649793604257954,1.668128794577003,1.4688125028079777,1.320794475232241,1.1497250812462447,1.8054494830081347,6.29732911663345,31.527659456356375,42.41520383117072,7.283782915739308,5.041121815557221,1.4018652134658665,18.513019427091415,1.5967830318,0.172850277888,29.276863659,5618.1290350992185
2012-07-31,0.03344259333019608,5.102512720997999,0.0,0.17844457453105905,0.41074649170331445,0.32860932190518066,0.3290848146661227,0.1595862679759439,4.817280212971922,33.747148165981564,44.523308360739456,5.3773380170445355,2.5230498718463,0.31172130070141923,18.197624925716756,2.0596278996,0.172727949312,25.205802390360002,5616.003696213984
2012-08-31,0.016671293817474512,4.103181393746524,0.0,0.2980480467113782,0.5487114271769074,0.43888336423768104,0.37329209075289815,0.4014907567015001,3.1028185224159888,33.31729426593784,46.43331729295876,3.163577381410641,1.3511913594984406,0.4147337322197162,17.473639764444336,1.17389798208,0.17390230364160006,22.20429656364,5613.663192136172
2012-09-30,0.007758123911529412,3.4655614759791438,0.0,0.06174256842621694,1.0948350420860455,0.42763812245820987,0.4492994981458878,0.034565571969051516,3.161730205098868,24.849586485975497,35.54301809425398,1.842053635862379,0.9368934706240251,0.5083788077790901,13.26665637836295,1.06127632416,0.18806795274239999,20.74386117756,5611.307107345217
2012-10-31,0.21930670446230585,3.062701867573811,0.08865125661640583,4.30083653459581,4.007002916153238,3.6597102060559963,3.549372395599661,4.607752139673636,3.4993811215805737,15.468385476894,22.589595642263735,1.3103118686472957,4.225989517998282,3.879230513101176,9.418732725476776,1.60941880092,0.20255165614079998,19.72867136664,5611.056942114293
2012-11-30,1.0735941728336313,12.091712985029373,0.12575098332430387,18.402280890534648,17.2237145172198,15.140127234724737,15.963674428388423,19.18495223605574,2.1408062273877335,7.68031971420483,11.466288067499507,1.8801170621260286,6.21161831362279,16.6824492677169,5.875829876968178,1.41976385004,0.19364613580800005,20.38895814456,5611.469463250425
2012-12-31,9.668048137625602,21.79805764895443,3.0809707732115728,35.42112551881775,28.023746252737887,21.211394132074997,22.923833328367877,33.600525899827566,2.475349230293635,4.26776286470051,6.240511965066374,2.816526830965621,3.626100058035301,26.89502480799963,3.885250189812288,1.1716271454,0.11486408629247999,24.702094797119997,5612.7749689486645
2013-01-31,0.4941701798048628,21.389832106095238,5.823122745290697,4.108400231215014,6.269834543518575,5.904489201964951,6.453992825981932,4.646109575274231,2.399987484654733,5.871467722769958,8.814273047555321,3.4428718670083875,2.650317286065092,5.684179200670118,4.635783481610699,0.9057381966,0.10709132857344,25.52431652988,5613.460751875464
2013-02-28,0.6363390742407531,20.204044121186385,3.637087346060557,2.308624438203695,3.3452127885425855,3.7699680134156206,5.201229200838827,2.7431899001219717,3.6183679788060106,8.053901557038257,11.35643124819439,4.6021651746169,3.212809850453534,3.656258610250182,6.168735161821819,0.9022055098799999,0.11261324049408003,25.89353656524,5613.782916646829
2013-03-31,3.069393594412173,18.591639670421387,2.1193438182020343,6.506777071422732,8.196322096747748,7.445345633829863,8.868814951933091,6.5147975127292765,5.055068963456101,13.950918620257145,18.56905785332152,6.2886177831820955,7.151085759984742,7.754314938483358,10.20294979604032,3.91087292148,0.1145851771392,26.976013943639998,5613.786876632112
2013-04-30,1.235713022196957,14.60991798274008,0.8262549467389207,3.944041104228832,4.3813154763744695,3.736544831367005,4.777037703342194,3.9020890530886283,4.723892550700574,20.919128459880334,27.884074198681283,8.274152853729118,8.148378537361568,4.209734778828126,13.989925320070578,1.90380607164,0.135050747904,27.5387546562,5613.0347517309465
2013-05-31,0.5247048290304,10.266945106478985,0.08414789312929262,3.0782821314074322,3.274871808879501,2.4583120755586516,2.484853737297364,3.146586113033559,6.355787312910658,27.638529698473427,36.835906696680254,7.386934000658904,6.578594737719819,2.8240799382857373,16.959150489288614,1.12549375992,0.11293374136320003,26.20048066236,5611.184389281793
2013-06-30,0.2074411118832941,6.880818393704409,0.0008272151005188938,2.6170084589357248,1.9381013816782833,1.6539865364949087,1.668109720666876,2.3699234593737275,5.579450682241909,32.12849169798525,43.06815731249886,7.265736484918852,4.713571360768,1.9693015244439482,18.55108150768257,1.08894204708,0.11219487676416,23.491688274,5609.26407876148
2013-07-31,0.011435724559058823,5.110791828197296,0.0,0.4143642471576187,0.6509403714093103,0.448256158029665,0.35596918128642663,0.2963490346514109,4.551812952072433,35.00789124248796,46.61897552976838,5.440043403582594,2.0910548204913444,0.4673824894707552,18.74195558968054,1.01579668308,0.1803367867392,20.364743698679998,5606.800379268872
2013-08-31,0.06042109709452549,4.158690278122918,0.0,0.379469532616271,0.9100593723654694,0.7794979025467791,0.4863771412770241,0.45660856137198713,4.583555912206056,29.80962259114338,40.228523887982135,2.8040200205320027,2.0156296016875923,0.6388509872013859,15.888270402710237,0.9626731664399999,0.1259739675648,18.456598244400002,5604.1800745055425
2013-09-30,0.13632001929135687,3.538763055246959,0.004565937808715613,2.791712320341875,2.462133266094846,2.6198984216539425,2.120831628370859,3.0868041995346966,3.793166397325151,22.344943531809562,31.120088630903094,1.7068564323778261,2.957415235990388,2.4986439091153807,12.384494045681205,1.0370964157200002,0.1295948934144,17.27083048428,5601.786343059003
2013-10-31,0.04213590351711372,3.083447310646815,0.020956085229032178,1.6491398684959149,2.280377517026915,1.8848377362180386,1.9617587270053434,1.3740314383090517,2.221634280939119,15.070791403441,22.063648552307303,2.0147437574680236,1.3504210900076425,1.9440284621865531,8.544247816832618,1.3973404171200001,0.13246961495040002,16.11305038536,5600.562685159435
2013-11-30,0.33312782213521563,3.815901051452235,0.11925312202914128,3.918493570461144,5.450016074920638,5.187793462423138,6.083846639374279,4.201612986987646,2.4348098277002546,9.053049858917106,13.90344825838013,1.7564203655924195,4.942611052260493,5.160037436794799,6.418067872570082,1.38985936092,0.12690121817088,15.684335909160001,5600.502809900388
2013-12-31,0.1086083171789804,3.926084334579552,0.33711590209128905,2.046751478049812,2.5988159920205276,3.8085423184410105,4.817465259479648,2.3277611516335384,1.5523880700349744,6.485053865999031,10.337152934578818,1.6909721980614458,1.5081259561277243,3.317893761997749,4.314738604960398,1.02509465532,0.11068289556480003,15.459282549240001,5600.661307162006
2014-01-31,0.1393467331443451,4.263059778947916,0.18647856344033018,2.729635055565481,4.624597948402675,4.322831800544638,5.392407826500156,2.841995271735873,1.8092028609013966,8.856798154219907,14.03294524546443,1.839814278026895,2.038549165473632,4.267368157753237,5.715461940817253,0.6352668696,0.07495805822976,15.2088269022,5600.983829498422
2014-02-28,1.2870031055450357,12.643386047733362,0.9786420468318624,19.362668067988313,19.485752185807012,17.663542727149466,20.78291514184453,21.24660668823777,3.424921136507082,8.23702880143318,11.672299350182994,3.7395312475363753,6.112233386130572,19.32371953069733,6.637202784358041,0.6772039561200001,0.05474203776000001,16.353183038279997,5601.2777972473405
2014-03-31,1.7807377485623215,12.818364070526096,0.858528697038493,17.363541749855095,15.79852659488972,11.297132586036158,11.957642530399509,17.778463762228153,4.936759775103497,14.388506709248148,19.724546752079814,6.3233094503984,7.360678944107019,14.104210865295121,10.546760326187377,0.64677030408,0.049110030120960005,18.68122975416,5601.161605539505
2014-04-30,0.7623789859900234,10.92974208148982,0.5420708983321562,6.951168028969881,6.929447159210133,4.344702706391689,5.070583427427968,6.808465524555593,4.735649548206882,20.391415548610592,27.13983273976779,7.811560695555681,8.077456213053038,5.823975330499918,13.631182949038797,0.51265649064,0.0361236284928,20.34168995748,5599.926162777803
2014-05-31,0.24148027583949802,7.646837034317706,0.03392608362866401,1.6977409686961866,2.370202043677479,1.6059443234694706,1.7913142080324318,1.7258575652732455,6.094108017912572,28.884685256468643,38.81348010039285,7.427831333406426,4.837880276183243,1.866300385968892,17.21159699687275,0.81782684352,0.027834644183040002,20.03364806316,5597.034494327221
2014-06-30,0.08838833854745097,5.341682656144364,0.00011103436940500425,0.4092261189232134,0.9516587544927956,0.5662646212040144,0.46125448748586195,0.30357442637489024,5.062939856749427,33.514172298979965,45.34426064950489,6.287497787953125,2.794463018518488,0.5971009955264714,18.60066672234118,1.1861785089599999,0.03315838381056,17.96894932728,5594.261892494324
2014-07-31,0.006981963342305883,4.168727543076744,0.0,0.6734227261931951,0.5972391454953042,0.388924297060978,0.43252601056035,0.6447270936322494,3.536786898531188,33.90832103954147,45.48806813906838,4.080592080815331,1.3455948811243925,0.5230280448274568,17.671872607816155,0.7793373336,0.09027114937344,15.416084846160002,5590.910141186038
2014-08-31,0.08681433964624313,3.4857649618875737,0.0,1.0208980620839703,1.0473638287968192,1.0981004881990843,0.870597454651866,1.2125836717252139,4.31351433503724,29.529990249070913,39.68334941405811,2.4017143319803,2.095914725021817,1.0092399584329348,15.604896611033675,0.50661983952,0.05944190164992001,13.72288561668,5587.511549674081
2014-09-30,0.22974157959328625,3.023608271191342,3.133210720764999e-05,2.812254217305396,2.589673537659536,3.0751335463862706,3.095706249369965,3.0041133106929423,3.3822823490230722,23.3461366461119,32.61420985428612,1.6931711572654131,4.127995340810039,2.893191887680292,13.03275906949931,0.7268527596,0.036576244224,12.940850662319999,5584.602994794774
2014-10-31,0.28923508411130977,2.8085493432745663,0.0008716450485629196,4.0026211394975855,4.137294512815897,4.454178138669326,4.510320582476503,4.1148647812124075,2.188427879363364,16.626219572106375,24.473924716420704,1.534156067888166,4.997885608000252,4.276103593364828,9.964122768755773,0.76484517708,0.059189904783359996,12.091082854200002,5583.849052356746
2014-11-30,0.42299045991604706,4.662454943376564,0.3064990753216265,9.854248547886707,10.20025955385034,8.636290710976875,9.606231884994342,10.205919265247829,2.6061864850837595,7.8327565237335595,11.633330021288025,2.3204120082547215,5.211992053183349,9.574257674427066,5.920935418308682,0.70252976748,0.060836447416320015,12.047700129119999,5583.998296019391
2014-12-31,8.464456450224693,21.582376191176387,1.1769349697748739,31.304407602405863,28.067524502123923,23.30033318503306,24.30822571439672,31.98041865657555,2.5055669082296728,4.579771275904963,6.713870151795464,3.1058592155361833,5.3268250478073975,26.745122750989893,4.446378519854735,0.645788454,0.08578658377728,15.556760773199999,5585.313983749596
2015-01-31,0.25057697133025886,20.08786797004278,0.9451926079742313,0.9690180949431825,3.306922090624012,4.215255410155203,4.862024386308501,1.0703234743090517,3.186627586238745,6.543965951259153,9.712784944092194,3.0406743506333362,2.8094749095936007,3.338304995507725,5.058705548363406,0.6352668696,0.05071253446656001,16.60593789204,5585.826106591265
2015-02-28,2.8444403604218977,20.58735217052893,0.3953284068327273,13.374368556741349,10.365012568999818,10.223913066711463,13.020729739591664,14.067878866740363,4.550881998390213,9.069101601231003,12.80079554660326,5.217683164836051,6.2176869350998345,11.746005983011074,7.571229849232071,0.6772039561200001,0.04023876178944,19.355583138,5586.398890253781
2015-03-31,0.4798150902201726,16.376789193905097,0.14181667769253864,2.2916025079391673,5.10255509972329,4.7271999826435644,5.35484232779475,2.6311089083063237,5.446983734973139,15.870323910058291,21.508192557103392,6.248153601864765,6.583118411414991,4.369049979525193,11.131354443082916,0.64677030408,0.08217299764224001,19.87916209404,5585.864613673876
2015-04-30,0.7689746920146826,14.625434335664892,0.05850684833789436,5.80468921499513,6.5714813705444906,6.271780530680865,6.388593261923818,5.787667405122609,4.4690162629523575,20.298520721434848,26.905434698864006,7.060544516366348,9.737422616318597,6.2591360945360766,13.694187763187234,0.51265649064,0.09376240693248,19.7052562158,5584.872173828218
2015-05-31,0.4353697656912314,10.819883949737864,0.028533679546232614,3.9730531569269494,3.988460385446142,2.883576148788437,2.99701315021737,4.434926384905073,6.619314075806219,24.032344158573252,30.481653816246183,6.8724915563843725,6.341846498400378,3.4605257103447244,14.86953002108208,0.81782684352,0.0952083307008,18.73183820508,5582.187621277371
2015-06-30,0.5158978567509334,7.183181118565598,1.613285893420107e-05,1.0174193975571268,1.4926009464472414,1.3040463531781605,1.0959389140865032,0.9102593478597062,4.917339543854784,32.7400818347048,43.33405829820996,7.455033351705352,5.204656246325811,1.227501402817258,18.730233854960144,1.1861785089599999,0.0712074640896,16.955081806920003,5579.337680511881
2015-07-31,0.07733574350004704,5.258109972836193,0.0,2.6758962681168375,1.297826489147575,2.014694342853206,1.3711028580184519,2.141644427336121,5.230314117774157,31.77869385390585,41.35758453019073,4.8276494496725,3.179771418304352,1.8398799895340177,17.27480267396952,0.7793373336,0.08977938849792,14.552162855039999,5576.011357719532
2015-08-31,0.009605393311623531,4.24236766003923,0.0,0.240525039083938,0.7368000029982379,0.6049494559351986,0.39224798415008755,0.1865841578735113,3.8131577662853533,30.92955780364499,42.22317516497039,2.6399834507196758,1.4204703086286812,0.49363062054186546,16.20526889884982,0.50661983952,0.07867929351167999,12.955034448839998,5572.660959184351
2015-09-30,0.03529529337976471,3.5922637627235394,0.00015144644988739843,0.9488540488272681,1.555986093377767,1.041581516953786,1.0124356134947294,1.2369528529534264,3.04534624817152,23.203258452973827,32.77897827528261,1.5355206562087182,1.6659276291015783,1.1397143181633878,12.445806252347651,0.7268527596,0.06199856888832001,12.07558911192,5569.776506675409
2015-10-31,0.23667872515814903,3.2227206114906353,0.00195053137954373,3.6421104499178436,3.9561150411916763,3.1691098289459507,3.2551429672428718,3.9396351000445695,2.2700663647842383,15.809741087636239,22.77567229435382,1.8678463784328267,4.475510477180688,3.5056195718245857,9.439767320477563,0.76484517708,,11.24856174108,
2015-11-30,0.9991200567617258,10.028083958300911,0.618509220056653,10.301546835988745,9.551937773280153,8.582345688466283,9.5829743281216,11.248462259229225,2.5758324932077934,6.997038095712743,10.395322687285866,2.5755861750854705,5.4999955727436305,9.504701156464195,5.608755004807101,0.70252976748,,11.09105621292,
2015-12-31,3.36590463493622,17.874062638118552,2.3566393928638325,22.013168711692416,21.276090754227877,15.919937501433541,16.403882644613116,23.420874238758344,1.894478919586435,4.715564899328477,7.052253514753735,2.369814562835078,3.5881274296460544,18.903269902991738,3.924047865229956,0.645788454,,12.104984173800002,
2016-01-31,11.743297454963452,23.46527978582819,5.162609140589488,30.86710071188528,29.960864323067785,17.044405384157024,25.984035841205923,32.04162237870644,2.615810737690905,5.165624803702597,7.4479828788210485,3.1958200734120963,3.9012088904109685,25.964101565079005,4.465289476807523,0.5527001853600001,,16.3656831246,
2016-02-29,3.518892546240753,22.279048965446076,4.406321753448563,5.9524562854785765,5.600632891363148,16.70181032228742,6.561699712782214,5.926483421372737,3.788310348869473,9.531027287221614,13.529531476216437,5.605178523752328,5.120070526113834,8.70414980297784,7.514823632434738,0.47775394056000003,,18.789724188,
2016-03-31,11.934814977100299,23.39687678436131,2.8266379658554057,26.99699076719143,23.026562452010005,20.540427632828678,21.383625742062023,27.10946536865014,6.4826259808942694,12.309865156364976,16.19217283707591,7.187302106734873,9.65237119796646,22.986901648523034,10.364867455807298,0.84803230176,,24.98121035196,
2016-04-30,3.3210342057903692,19.714592224963564,0.9820294350278855,6.933423909380735,7.708926247321537,7.24447905974817,8.850999258054513,7.745509664541358,7.16389235332076,18.817629504010007,24.238227809399362,9.50278323986418,11.014882325241379,7.684457118626238,14.147483046367137,2.21186523468,,26.949288132479996,
2016-05-31,0.9346429361332707,14.562966710580405,0.2860836667379074,4.123528785857849,4.530824060907523,3.574920694897344,3.5597031729204143,4.568816936032113,5.6884494430657755,24.477064297700213,30.963069112339472,9.295534365158074,9.265653652528993,3.947244178645783,15.937954174158506,1.5800829460799999,,27.433918724039998,
2016-06-30,0.7173663509644551,8.982617422081407,0.020081663298666865,1.7387085962453068,1.5717658593062356,1.53883545954838,1.8325996466280763,1.640653591053797,5.624702467213754,31.18643161844544,40.95508126143961,9.561063834181974,6.9574861308707145,1.6704773904319998,18.8569530624303,5.03594976516,,25.82695208136,
2016-07-31,0.011636605570509806,6.187491471367229,0.0,0.05138751263203896,0.4105312159448925,0.3801309847443381,0.35358731085893536,0.04832938995430222,4.180729934058116,33.677058968407394,44.40598955887901,6.886122745797196,2.889573180537275,0.29890925604505125,18.407894877535796,1.58656611696,,22.149536219039998,
